,module_category,component_category,year,month,time
1809,M4,P24,2010,5,29
1810,M4,P24,2010,6,30
1811,M4,P24,2010,7,31
1812,M4,P24,2010,8,32
1813,M4,P24,2010,9,33
1814,M4,P24,2010,10,34
1815,M4,P24,2010,11,35
1816,M4,P24,2010,12,36
1817,M4,P24,2011,1,37
1818,M4,P24,2011,2,38
1819,M4,P24,2011,3,39
1820,M4,P24,2011,4,40
1821,M4,P24,2011,5,41
1822,M4,P24,2011,6,42
1823,M4,P24,2011,7,43
1824,M4,P25,2010,1,25
1825,M4,P25,2010,2,26
1826,M4,P25,2010,3,27
1827,M4,P25,2010,4,28
1828,M4,P25,2010,5,29
1829,M4,P25,2010,6,30
1830,M4,P25,2010,7,31
1831,M4,P25,2010,8,32
1832,M4,P25,2010,9,33
1833,M4,P25,2010,10,34
1834,M4,P25,2010,11,35
1835,M4,P25,2010,12,36
1836,M4,P25,2011,1,37
1837,M4,P25,2011,2,38
1838,M4,P25,2011,3,39
1839,M4,P25,2011,4,40
1840,M4,P25,2011,5,41
1841,M4,P25,2011,6,42
1842,M4,P25,2011,7,43
1843,M4,P26,2010,1,25
1844,M4,P26,2010,2,26
1845,M4,P26,2010,3,27
1846,M4,P26,2010,4,28
1847,M4,P26,2010,5,29
1848,M4,P26,2010,6,30
1849,M4,P26,2010,7,31
1850,M4,P26,2010,8,32
1851,M4,P26,2010,9,33
1852,M4,P26,2010,10,34
1853,M4,P26,2010,11,35
1854,M4,P26,2010,12,36
1855,M4,P26,2011,1,37
1856,M4,P26,2011,2,38
1857,M4,P26,2011,3,39
1858,M4,P26,2011,4,40
1859,M4,P26,2011,5,41
1860,M4,P26,2011,6,42
1861,M4,P26,2011,7,43
1862,M4,P27,2010,1,25
1863,M4,P27,2010,2,26
1864,M4,P27,2010,3,27
1865,M4,P27,2010,4,28
1866,M4,P27,2010,5,29
1867,M4,P27,2010,6,30
1868,M4,P27,2010,7,31
1869,M4,P27,2010,8,32
1870,M4,P27,2010,9,33
1871,M4,P27,2010,10,34
1872,M4,P27,2010,11,35
1873,M4,P27,2010,12,36
1874,M4,P27,2011,1,37
1875,M4,P27,2011,2,38
1876,M4,P27,2011,3,39
1877,M4,P27,2011,4,40
1878,M4,P27,2011,5,41
1879,M4,P27,2011,6,42
1880,M4,P27,2011,7,43
1881,M4,P28,2010,1,25
1882,M4,P28,2010,2,26
1883,M4,P28,2010,3,27
1884,M4,P28,2010,4,28
1885,M4,P28,2010,5,29
1886,M4,P28,2010,6,30
1887,M4,P28,2010,7,31
1888,M4,P28,2010,8,32
1889,M4,P28,2010,9,33
1890,M4,P28,2010,10,34
1891,M4,P28,2010,11,35
1892,M4,P28,2010,12,36
1893,M4,P28,2011,1,37
1894,M4,P28,2011,2,38
1895,M4,P28,2011,3,39
1896,M4,P28,2011,4,40
1897,M4,P28,2011,5,41
1898,M4,P28,2011,6,42
1899,M4,P28,2011,7,43
1900,M4,P30,2010,1,25
1901,M4,P30,2010,2,26
1902,M4,P30,2010,3,27
1903,M4,P30,2010,4,28
1904,M4,P30,2010,5,29
1905,M4,P30,2010,6,30
1906,M4,P30,2010,7,31
1907,M4,P30,2010,8,32
1908,M4,P30,2010,9,33
1909,M4,P30,2010,10,34
1910,M4,P30,2010,11,35
1911,M4,P30,2010,12,36
1912,M4,P30,2011,1,37
1913,M4,P30,2011,2,38
1914,M4,P30,2011,3,39
1915,M4,P30,2011,4,40
1916,M4,P30,2011,5,41
1917,M4,P30,2011,6,42
1918,M4,P30,2011,7,43
1919,M4,P31,2010,1,25
1920,M4,P31,2010,2,26
1921,M4,P31,2010,3,27
1922,M4,P31,2010,4,28
1923,M4,P31,2010,5,29
1924,M4,P31,2010,6,30
1925,M4,P31,2010,7,31
1926,M4,P31,2010,8,32
1927,M4,P31,2010,9,33
1928,M4,P31,2010,10,34
1929,M4,P31,2010,11,35
1930,M4,P31,2010,12,36
1931,M4,P31,2011,1,37
1932,M4,P31,2011,2,38
1933,M4,P31,2011,3,39
1934,M4,P31,2011,4,40
1935,M4,P31,2011,5,41
1936,M4,P31,2011,6,42
1937,M4,P31,2011,7,43
1938,M5,P01,2010,1,25
1939,M5,P01,2010,2,26
1940,M5,P01,2010,3,27
1941,M5,P01,2010,4,28
1942,M5,P01,2010,5,29
1943,M5,P01,2010,6,30
1944,M5,P01,2010,7,31
1945,M5,P01,2010,8,32
1946,M5,P01,2010,9,33
1947,M5,P01,2010,10,34
1948,M5,P01,2010,11,35
1949,M5,P01,2010,12,36
1950,M5,P01,2011,1,37
1951,M5,P01,2011,2,38
1952,M5,P01,2011,3,39
1953,M5,P01,2011,4,40
1954,M5,P01,2011,5,41
1955,M5,P01,2011,6,42
1956,M5,P01,2011,7,43
1957,M5,P02,2010,1,25
1958,M5,P02,2010,2,26
1959,M5,P02,2010,3,27
1960,M5,P02,2010,4,28
1961,M5,P02,2010,5,29
1962,M5,P02,2010,6,30
1963,M5,P02,2010,7,31
1964,M5,P02,2010,8,32
1965,M5,P02,2010,9,33
1966,M5,P02,2010,10,34
1967,M5,P02,2010,11,35
1968,M5,P02,2010,12,36
1969,M5,P02,2011,1,37
1970,M5,P02,2011,2,38
1971,M5,P02,2011,3,39
1972,M5,P02,2011,4,40
1973,M5,P02,2011,5,41
1974,M5,P02,2011,6,42
1975,M5,P02,2011,7,43
1976,M5,P04,2010,1,25
1977,M5,P04,2010,2,26
1978,M5,P04,2010,3,27
1979,M5,P04,2010,4,28
1980,M5,P04,2010,5,29
1981,M5,P04,2010,6,30
1982,M5,P04,2010,7,31
1983,M5,P04,2010,8,32
1984,M5,P04,2010,9,33
1985,M5,P04,2010,10,34
1986,M5,P04,2010,11,35
1987,M5,P04,2010,12,36
1988,M5,P04,2011,1,37
1989,M5,P04,2011,2,38
1990,M5,P04,2011,3,39
1991,M5,P04,2011,4,40
1992,M5,P04,2011,5,41
1993,M5,P04,2011,6,42
1994,M5,P04,2011,7,43
1995,M5,P05,2010,1,25
1996,M5,P05,2010,2,26
1997,M5,P05,2010,3,27
1998,M5,P05,2010,4,28
1999,M5,P05,2010,5,29
2000,M5,P05,2010,6,30
2001,M5,P05,2010,7,31
2002,M5,P05,2010,8,32
2003,M5,P05,2010,9,33
2004,M5,P05,2010,10,34
2005,M5,P05,2010,11,35
2006,M5,P05,2010,12,36
2007,M5,P05,2011,1,37
2008,M5,P05,2011,2,38
2009,M5,P05,2011,3,39
2010,M5,P05,2011,4,40
2011,M5,P05,2011,5,41
2012,M5,P05,2011,6,42
2013,M5,P05,2011,7,43
2014,M5,P06,2010,1,25
2015,M5,P06,2010,2,26
2016,M5,P06,2010,3,27
2017,M5,P06,2010,4,28
2018,M5,P06,2010,5,29
2019,M5,P06,2010,6,30
2020,M5,P06,2010,7,31
2021,M5,P06,2010,8,32
2022,M5,P06,2010,9,33
2023,M5,P06,2010,10,34
2024,M5,P06,2010,11,35
2025,M5,P06,2010,12,36
2026,M5,P06,2011,1,37
2027,M5,P06,2011,2,38
2028,M5,P06,2011,3,39
2029,M5,P06,2011,4,40
2030,M5,P06,2011,5,41
2031,M5,P06,2011,6,42
2032,M5,P06,2011,7,43
2033,M5,P09,2010,1,25
2034,M5,P09,2010,2,26
2035,M5,P09,2010,3,27
2036,M5,P09,2010,4,28
2037,M5,P09,2010,5,29
2038,M5,P09,2010,6,30
2039,M5,P09,2010,7,31
2040,M5,P09,2010,8,32
2041,M5,P09,2010,9,33
2042,M5,P09,2010,10,34
2043,M5,P09,2010,11,35
2044,M5,P09,2010,12,36
2045,M5,P09,2011,1,37
2046,M5,P09,2011,2,38
2047,M5,P09,2011,3,39
2048,M5,P09,2011,4,40
2049,M5,P09,2011,5,41
2050,M5,P09,2011,6,42
2051,M5,P09,2011,7,43
2052,M5,P10,2010,1,25
2053,M5,P10,2010,2,26
2054,M5,P10,2010,3,27
2055,M5,P10,2010,4,28
2056,M5,P10,2010,5,29
2057,M5,P10,2010,6,30
2058,M5,P10,2010,7,31
2059,M5,P10,2010,8,32
2060,M5,P10,2010,9,33
2061,M5,P10,2010,10,34
2062,M5,P10,2010,11,35
2063,M5,P10,2010,12,36
2064,M5,P10,2011,1,37
2065,M5,P10,2011,2,38
2066,M5,P10,2011,3,39
2067,M5,P10,2011,4,40
2068,M5,P10,2011,5,41
2069,M5,P10,2011,6,42
2070,M5,P10,2011,7,43
2071,M5,P11,2010,1,25
2072,M5,P11,2010,2,26
2073,M5,P11,2010,3,27
2074,M5,P11,2010,4,28
2075,M5,P11,2010,5,29
2076,M5,P11,2010,6,30
2077,M5,P11,2010,7,31
2078,M5,P11,2010,8,32
2079,M5,P11,2010,9,33
2080,M5,P11,2010,10,34
2081,M5,P11,2010,11,35
2082,M5,P11,2010,12,36
2083,M5,P11,2011,1,37
2084,M5,P11,2011,2,38
2085,M5,P11,2011,3,39
2086,M5,P11,2011,4,40
2087,M5,P11,2011,5,41
2088,M5,P11,2011,6,42
2089,M5,P11,2011,7,43
2090,M5,P12,2010,1,25
2091,M5,P12,2010,2,26
2092,M5,P12,2010,3,27
2093,M5,P12,2010,4,28
2094,M5,P12,2010,5,29
2095,M5,P12,2010,6,30
2096,M5,P12,2010,7,31
2097,M5,P12,2010,8,32
2098,M5,P12,2010,9,33
2099,M5,P12,2010,10,34
2100,M5,P12,2010,11,35
2101,M5,P12,2010,12,36
2102,M5,P12,2011,1,37
2103,M5,P12,2011,2,38
2104,M5,P12,2011,3,39
2105,M5,P12,2011,4,40
2106,M5,P12,2011,5,41
2107,M5,P12,2011,6,42
2108,M5,P12,2011,7,43
2109,M5,P13,2010,1,25
2110,M5,P13,2010,2,26
2111,M5,P13,2010,3,27
2112,M5,P13,2010,4,28
2113,M5,P13,2010,5,29
2114,M5,P13,2010,6,30
2115,M5,P13,2010,7,31
2116,M5,P13,2010,8,32
2117,M5,P13,2010,9,33
2118,M5,P13,2010,10,34
2119,M5,P13,2010,11,35
2120,M5,P13,2010,12,36
2121,M5,P13,2011,1,37
2122,M5,P13,2011,2,38
2123,M5,P13,2011,3,39
2124,M5,P13,2011,4,40
2125,M5,P13,2011,5,41
2126,M5,P13,2011,6,42
2127,M5,P13,2011,7,43
2128,M5,P15,2010,1,25
2129,M5,P15,2010,2,26
2130,M5,P15,2010,3,27
2131,M5,P15,2010,4,28
2132,M5,P15,2010,5,29
2133,M5,P15,2010,6,30
2134,M5,P15,2010,7,31
2135,M5,P15,2010,8,32
2136,M5,P15,2010,9,33
2137,M5,P15,2010,10,34
2138,M5,P15,2010,11,35
2139,M5,P15,2010,12,36
2140,M5,P15,2011,1,37
2141,M5,P15,2011,2,38
2142,M5,P15,2011,3,39
2143,M5,P15,2011,4,40
2144,M5,P15,2011,5,41
2145,M5,P15,2011,6,42
2146,M5,P15,2011,7,43
2147,M5,P16,2010,1,25
2148,M5,P16,2010,2,26
2149,M5,P16,2010,3,27
2150,M5,P16,2010,4,28
2151,M5,P16,2010,5,29
2152,M5,P16,2010,6,30
2153,M5,P16,2010,7,31
2154,M5,P16,2010,8,32
2155,M5,P16,2010,9,33
2156,M5,P16,2010,10,34
2157,M5,P16,2010,11,35
2158,M5,P16,2010,12,36
2159,M5,P16,2011,1,37
2160,M5,P16,2011,2,38
2161,M5,P16,2011,3,39
2162,M5,P16,2011,4,40
2163,M5,P16,2011,5,41
2164,M5,P16,2011,6,42
2165,M5,P16,2011,7,43
2166,M5,P17,2010,1,25
2167,M5,P17,2010,2,26
2168,M5,P17,2010,3,27
2169,M5,P17,2010,4,28
2170,M5,P17,2010,5,29
2171,M5,P17,2010,6,30
2172,M5,P17,2010,7,31
2173,M5,P17,2010,8,32
2174,M5,P17,2010,9,33
2175,M5,P17,2010,10,34
2176,M5,P17,2010,11,35
2177,M5,P17,2010,12,36
2178,M5,P17,2011,1,37
2179,M5,P17,2011,2,38
2180,M5,P17,2011,3,39
2181,M5,P17,2011,4,40
2182,M5,P17,2011,5,41
2183,M5,P17,2011,6,42
2184,M5,P17,2011,7,43
2185,M5,P19,2010,1,25
2186,M5,P19,2010,2,26
2187,M5,P19,2010,3,27
2188,M5,P19,2010,4,28
2189,M5,P19,2010,5,29
2190,M5,P19,2010,6,30
2191,M5,P19,2010,7,31
2192,M5,P19,2010,8,32
2193,M5,P19,2010,9,33
2194,M5,P19,2010,10,34
2195,M5,P19,2010,11,35
2196,M5,P19,2010,12,36
2197,M5,P19,2011,1,37
2198,M5,P19,2011,2,38
2199,M5,P19,2011,3,39
2200,M5,P19,2011,4,40
2201,M5,P19,2011,5,41
2202,M5,P19,2011,6,42
2203,M5,P19,2011,7,43
2204,M5,P20,2010,1,25
2205,M5,P20,2010,2,26
2206,M5,P20,2010,3,27
2207,M5,P20,2010,4,28
2208,M5,P20,2010,5,29
2209,M5,P20,2010,6,30
2210,M5,P20,2010,7,31
2211,M5,P20,2010,8,32
2212,M5,P20,2010,9,33
2213,M5,P20,2010,10,34
2214,M5,P20,2010,11,35
2215,M5,P20,2010,12,36
2216,M5,P20,2011,1,37
2217,M5,P20,2011,2,38
2218,M5,P20,2011,3,39
2219,M5,P20,2011,4,40
2220,M5,P20,2011,5,41
2221,M5,P20,2011,6,42
2222,M5,P20,2011,7,43
2223,M5,P21,2010,1,25
2224,M5,P21,2010,2,26
2225,M5,P21,2010,3,27
2226,M5,P21,2010,4,28
2227,M5,P21,2010,5,29
2228,M5,P21,2010,6,30
2229,M5,P21,2010,7,31
2230,M5,P21,2010,8,32
2231,M5,P21,2010,9,33
2232,M5,P21,2010,10,34
2233,M5,P21,2010,11,35
2234,M5,P21,2010,12,36
2235,M5,P21,2011,1,37
2236,M5,P21,2011,2,38
2237,M5,P21,2011,3,39
2238,M5,P21,2011,4,40
2239,M5,P21,2011,5,41
2240,M5,P21,2011,6,42
2241,M5,P21,2011,7,43
2242,M5,P22,2010,1,25
2243,M5,P22,2010,2,26
2244,M5,P22,2010,3,27
2245,M5,P22,2010,4,28
2246,M5,P22,2010,5,29
2247,M5,P22,2010,6,30
2248,M5,P22,2010,7,31
2249,M5,P22,2010,8,32
2250,M5,P22,2010,9,33
2251,M5,P22,2010,10,34
2252,M5,P22,2010,11,35
2253,M5,P22,2010,12,36
2254,M5,P22,2011,1,37
2255,M5,P22,2011,2,38
2256,M5,P22,2011,3,39
2257,M5,P22,2011,4,40
2258,M5,P22,2011,5,41
2259,M5,P22,2011,6,42
2260,M5,P22,2011,7,43
2261,M5,P24,2010,1,25
2262,M5,P24,2010,2,26
2263,M5,P24,2010,3,27
2264,M5,P24,2010,4,28
2265,M5,P24,2010,5,29
2266,M5,P24,2010,6,30
2267,M5,P24,2010,7,31
2268,M5,P24,2010,8,32
2269,M5,P24,2010,9,33
2270,M5,P24,2010,10,34
2271,M5,P24,2010,11,35
2272,M5,P24,2010,12,36
2273,M5,P24,2011,1,37
2274,M5,P24,2011,2,38
2275,M5,P24,2011,3,39
2276,M5,P24,2011,4,40
2277,M5,P24,2011,5,41
2278,M5,P24,2011,6,42
2279,M5,P24,2011,7,43
2280,M5,P26,2010,1,25
2281,M5,P26,2010,2,26
2282,M5,P26,2010,3,27
2283,M5,P26,2010,4,28
2284,M5,P26,2010,5,29
2285,M5,P26,2010,6,30
2286,M5,P26,2010,7,31
2287,M5,P26,2010,8,32
2288,M5,P26,2010,9,33
2289,M5,P26,2010,10,34
2290,M5,P26,2010,11,35
2291,M5,P26,2010,12,36
2292,M5,P26,2011,1,37
2293,M5,P26,2011,2,38
2294,M5,P26,2011,3,39
2295,M5,P26,2011,4,40
2296,M5,P26,2011,5,41
2297,M5,P26,2011,6,42
2298,M5,P26,2011,7,43
2299,M5,P27,2010,1,25
2300,M5,P27,2010,2,26
2301,M5,P27,2010,3,27
2302,M5,P27,2010,4,28
2303,M5,P27,2010,5,29
2304,M5,P27,2010,6,30
2305,M5,P27,2010,7,31
2306,M5,P27,2010,8,32
2307,M5,P27,2010,9,33
2308,M5,P27,2010,10,34
2309,M5,P27,2010,11,35
2310,M5,P27,2010,12,36
2311,M5,P27,2011,1,37
2312,M5,P27,2011,2,38
2313,M5,P27,2011,3,39
2314,M5,P27,2011,4,40
2315,M5,P27,2011,5,41
2316,M5,P27,2011,6,42
2317,M5,P27,2011,7,43
2318,M5,P28,2010,1,25
2319,M5,P28,2010,2,26
2320,M5,P28,2010,3,27
2321,M5,P28,2010,4,28
2322,M5,P28,2010,5,29
2323,M5,P28,2010,6,30
2324,M5,P28,2010,7,31
2325,M5,P28,2010,8,32
2326,M5,P28,2010,9,33
2327,M5,P28,2010,10,34
2328,M5,P28,2010,11,35
2329,M5,P28,2010,12,36
2330,M5,P28,2011,1,37
2331,M5,P28,2011,2,38
2332,M5,P28,2011,3,39
2333,M5,P28,2011,4,40
2334,M5,P28,2011,5,41
2335,M5,P28,2011,6,42
2336,M5,P28,2011,7,43
2337,M5,P30,2010,1,25
2338,M5,P30,2010,2,26
2339,M5,P30,2010,3,27
2340,M5,P30,2010,4,28
2341,M5,P30,2010,5,29
2342,M5,P30,2010,6,30
2343,M5,P30,2010,7,31
2344,M5,P30,2010,8,32
2345,M5,P30,2010,9,33
2346,M5,P30,2010,10,34
2347,M5,P30,2010,11,35
2348,M5,P30,2010,12,36
2349,M5,P30,2011,1,37
2350,M5,P30,2011,2,38
2351,M5,P30,2011,3,39
2352,M5,P30,2011,4,40
2353,M5,P30,2011,5,41
2354,M5,P30,2011,6,42
2355,M5,P30,2011,7,43
2356,M5,P31,2010,1,25
2357,M5,P31,2010,2,26
2358,M5,P31,2010,3,27
2359,M5,P31,2010,4,28
2360,M5,P31,2010,5,29
2361,M5,P31,2010,6,30
2362,M5,P31,2010,7,31
2363,M5,P31,2010,8,32
2364,M5,P31,2010,9,33
2365,M5,P31,2010,10,34
2366,M5,P31,2010,11,35
2367,M5,P31,2010,12,36
2368,M5,P31,2011,1,37
2369,M5,P31,2011,2,38
2370,M5,P31,2011,3,39
2371,M5,P31,2011,4,40
2372,M5,P31,2011,5,41
2373,M5,P31,2011,6,42
2374,M5,P31,2011,7,43
2375,M6,P01,2010,1,25
2376,M6,P01,2010,2,26
2377,M6,P01,2010,3,27
2378,M6,P01,2010,4,28
2379,M6,P01,2010,5,29
2380,M6,P01,2010,6,30
2381,M6,P01,2010,7,31
2382,M6,P01,2010,8,32
2383,M6,P01,2010,9,33
2384,M6,P01,2010,10,34
2385,M6,P01,2010,11,35
2386,M6,P01,2010,12,36
2387,M6,P01,2011,1,37
2388,M6,P01,2011,2,38
2389,M6,P01,2011,3,39
2390,M6,P01,2011,4,40
2391,M6,P01,2011,5,41
2392,M6,P01,2011,6,42
2393,M6,P01,2011,7,43
2394,M6,P02,2010,1,25
2395,M6,P02,2010,2,26
2396,M6,P02,2010,3,27
2397,M6,P02,2010,4,28
2398,M6,P02,2010,5,29
2399,M6,P02,2010,6,30
2400,M6,P02,2010,7,31
2401,M6,P02,2010,8,32
2402,M6,P02,2010,9,33
2403,M6,P02,2010,10,34
2404,M6,P02,2010,11,35
2405,M6,P02,2010,12,36
2406,M6,P02,2011,1,37
2407,M6,P02,2011,2,38
2408,M6,P02,2011,3,39
2409,M6,P02,2011,4,40
2410,M6,P02,2011,5,41
2411,M6,P02,2011,6,42
2412,M6,P02,2011,7,43
2413,M6,P03,2010,1,25
2414,M6,P03,2010,2,26
2415,M6,P03,2010,3,27
2416,M6,P03,2010,4,28
2417,M6,P03,2010,5,29
2418,M6,P03,2010,6,30
2419,M6,P03,2010,7,31
2420,M6,P03,2010,8,32
2421,M6,P03,2010,9,33
2422,M6,P03,2010,10,34
2423,M6,P03,2010,11,35
2424,M6,P03,2010,12,36
2425,M6,P03,2011,1,37
2426,M6,P03,2011,2,38
2427,M6,P03,2011,3,39
2428,M6,P03,2011,4,40
2429,M6,P03,2011,5,41
2430,M6,P03,2011,6,42
2431,M6,P03,2011,7,43
2432,M6,P04,2010,1,25
2433,M6,P04,2010,2,26
2434,M6,P04,2010,3,27
2435,M6,P04,2010,4,28
2436,M6,P04,2010,5,29
2437,M6,P04,2010,6,30
2438,M6,P04,2010,7,31
2439,M6,P04,2010,8,32
2440,M6,P04,2010,9,33
2441,M6,P04,2010,10,34
2442,M6,P04,2010,11,35
2443,M6,P04,2010,12,36
2444,M6,P04,2011,1,37
2445,M6,P04,2011,2,38
2446,M6,P04,2011,3,39
2447,M6,P04,2011,4,40
2448,M6,P04,2011,5,41
2449,M6,P04,2011,6,42
2450,M6,P04,2011,7,43
2451,M6,P05,2010,1,25
2452,M6,P05,2010,2,26
2453,M6,P05,2010,3,27
2454,M6,P05,2010,4,28
2455,M6,P05,2010,5,29
2456,M6,P05,2010,6,30
2457,M6,P05,2010,7,31
2458,M6,P05,2010,8,32
2459,M6,P05,2010,9,33
2460,M6,P05,2010,10,34
2461,M6,P05,2010,11,35
2462,M6,P05,2010,12,36
2463,M6,P05,2011,1,37
2464,M6,P05,2011,2,38
2465,M6,P05,2011,3,39
2466,M6,P05,2011,4,40
2467,M6,P05,2011,5,41
2468,M6,P05,2011,6,42
2469,M6,P05,2011,7,43
2470,M6,P06,2010,1,25
2471,M6,P06,2010,2,26
2472,M6,P06,2010,3,27
2473,M6,P06,2010,4,28
2474,M6,P06,2010,5,29
2475,M6,P06,2010,6,30
2476,M6,P06,2010,7,31
2477,M6,P06,2010,8,32
2478,M6,P06,2010,9,33
2479,M6,P06,2010,10,34
2480,M6,P06,2010,11,35
2481,M6,P06,2010,12,36
2482,M6,P06,2011,1,37
2483,M6,P06,2011,2,38
2484,M6,P06,2011,3,39
2485,M6,P06,2011,4,40
2486,M6,P06,2011,5,41
2487,M6,P06,2011,6,42
2488,M6,P06,2011,7,43
2489,M6,P09,2010,1,25
2490,M6,P09,2010,2,26
2491,M6,P09,2010,3,27
2492,M6,P09,2010,4,28
2493,M6,P09,2010,5,29
2494,M6,P09,2010,6,30
2495,M6,P09,2010,7,31
2496,M6,P09,2010,8,32
2497,M6,P09,2010,9,33
2498,M6,P09,2010,10,34
2499,M6,P09,2010,11,35
2500,M6,P09,2010,12,36
2501,M6,P09,2011,1,37
2502,M6,P09,2011,2,38
2503,M6,P09,2011,3,39
2504,M6,P09,2011,4,40
2505,M6,P09,2011,5,41
2506,M6,P09,2011,6,42
2507,M6,P09,2011,7,43
2508,M6,P10,2010,1,25
2509,M6,P10,2010,2,26
2510,M6,P10,2010,3,27
2511,M6,P10,2010,4,28
2512,M6,P10,2010,5,29
2513,M6,P10,2010,6,30
2514,M6,P10,2010,7,31
2515,M6,P10,2010,8,32
2516,M6,P10,2010,9,33
2517,M6,P10,2010,10,34
2518,M6,P10,2010,11,35
2519,M6,P10,2010,12,36
2520,M6,P10,2011,1,37
2521,M6,P10,2011,2,38
2522,M6,P10,2011,3,39
2523,M6,P10,2011,4,40
2524,M6,P10,2011,5,41
2525,M6,P10,2011,6,42
2526,M6,P10,2011,7,43
2527,M6,P11,2010,1,25
2528,M6,P11,2010,2,26
2529,M6,P11,2010,3,27
2530,M6,P11,2010,4,28
2531,M6,P11,2010,5,29
2532,M6,P11,2010,6,30
2533,M6,P11,2010,7,31
2534,M6,P11,2010,8,32
2535,M6,P11,2010,9,33
2536,M6,P11,2010,10,34
2537,M6,P11,2010,11,35
2538,M6,P11,2010,12,36
2539,M6,P11,2011,1,37
2540,M6,P11,2011,2,38
2541,M6,P11,2011,3,39
2542,M6,P11,2011,4,40
2543,M6,P11,2011,5,41
2544,M6,P11,2011,6,42
2545,M6,P11,2011,7,43
2546,M6,P12,2010,1,25
2547,M6,P12,2010,2,26
2548,M6,P12,2010,3,27
2549,M6,P12,2010,4,28
2550,M6,P12,2010,5,29
2551,M6,P12,2010,6,30
2552,M6,P12,2010,7,31
2553,M6,P12,2010,8,32
2554,M6,P12,2010,9,33
2555,M6,P12,2010,10,34
2556,M6,P12,2010,11,35
2557,M6,P12,2010,12,36
2558,M6,P12,2011,1,37
2559,M6,P12,2011,2,38
2560,M6,P12,2011,3,39
2561,M6,P12,2011,4,40
2562,M6,P12,2011,5,41
2563,M6,P12,2011,6,42
2564,M6,P12,2011,7,43
2565,M6,P13,2010,1,25
2566,M6,P13,2010,2,26
2567,M6,P13,2010,3,27
2568,M6,P13,2010,4,28
2569,M6,P13,2010,5,29
2570,M6,P13,2010,6,30
2571,M6,P13,2010,7,31
2572,M6,P13,2010,8,32
2573,M6,P13,2010,9,33
2574,M6,P13,2010,10,34
2575,M6,P13,2010,11,35
2576,M6,P13,2010,12,36
2577,M6,P13,2011,1,37
2578,M6,P13,2011,2,38
2579,M6,P13,2011,3,39
2580,M6,P13,2011,4,40
2581,M6,P13,2011,5,41
2582,M6,P13,2011,6,42
2583,M6,P13,2011,7,43
2584,M6,P15,2010,1,25
2585,M6,P15,2010,2,26
2586,M6,P15,2010,3,27
2587,M6,P15,2010,4,28
2588,M6,P15,2010,5,29
2589,M6,P15,2010,6,30
2590,M6,P15,2010,7,31
2591,M6,P15,2010,8,32
2592,M6,P15,2010,9,33
2593,M6,P15,2010,10,34
2594,M6,P15,2010,11,35
2595,M6,P15,2010,12,36
2596,M6,P15,2011,1,37
2597,M6,P15,2011,2,38
2598,M6,P15,2011,3,39
2599,M6,P15,2011,4,40
2600,M6,P15,2011,5,41
2601,M6,P15,2011,6,42
2602,M6,P15,2011,7,43
2603,M6,P16,2010,1,25
2604,M6,P16,2010,2,26
2605,M6,P16,2010,3,27
2606,M6,P16,2010,4,28
2607,M6,P16,2010,5,29
2608,M6,P16,2010,6,30
2609,M6,P16,2010,7,31
2610,M6,P16,2010,8,32
2611,M6,P16,2010,9,33
2612,M6,P16,2010,10,34
2613,M6,P16,2010,11,35
2614,M6,P16,2010,12,36
2615,M6,P16,2011,1,37
2616,M6,P16,2011,2,38
2617,M6,P16,2011,3,39
2618,M6,P16,2011,4,40
2619,M6,P16,2011,5,41
2620,M6,P16,2011,6,42
2621,M6,P16,2011,7,43
2622,M6,P17,2010,1,25
2623,M6,P17,2010,2,26
2624,M6,P17,2010,3,27
2625,M6,P17,2010,4,28
2626,M6,P17,2010,5,29
2627,M6,P17,2010,6,30
2628,M6,P17,2010,7,31
2629,M6,P17,2010,8,32
2630,M6,P17,2010,9,33
2631,M6,P17,2010,10,34
2632,M6,P17,2010,11,35
2633,M6,P17,2010,12,36
2634,M6,P17,2011,1,37
2635,M6,P17,2011,2,38
2636,M6,P17,2011,3,39
2637,M6,P17,2011,4,40
2638,M6,P17,2011,5,41
2639,M6,P17,2011,6,42
2640,M6,P17,2011,7,43
2641,M6,P19,2010,1,25
2642,M6,P19,2010,2,26
2643,M6,P19,2010,3,27
2644,M6,P19,2010,4,28
2645,M6,P19,2010,5,29
2646,M6,P19,2010,6,30
2647,M6,P19,2010,7,31
2648,M6,P19,2010,8,32
2649,M6,P19,2010,9,33
2650,M6,P19,2010,10,34
2651,M6,P19,2010,11,35
2652,M6,P19,2010,12,36
2653,M6,P19,2011,1,37
2654,M6,P19,2011,2,38
2655,M6,P19,2011,3,39
2656,M6,P19,2011,4,40
2657,M6,P19,2011,5,41
2658,M6,P19,2011,6,42
2659,M6,P19,2011,7,43
2660,M6,P20,2010,1,25
2661,M6,P20,2010,2,26
2662,M6,P20,2010,3,27
2663,M6,P20,2010,4,28
2664,M6,P20,2010,5,29
2665,M6,P20,2010,6,30
2666,M6,P20,2010,7,31
2667,M6,P20,2010,8,32
2668,M6,P20,2010,9,33
2669,M6,P20,2010,10,34
2670,M6,P20,2010,11,35
2671,M6,P20,2010,12,36
2672,M6,P20,2011,1,37
2673,M6,P20,2011,2,38
2674,M6,P20,2011,3,39
2675,M6,P20,2011,4,40
2676,M6,P20,2011,5,41
2677,M6,P20,2011,6,42
2678,M6,P20,2011,7,43
2679,M6,P21,2010,1,25
2680,M6,P21,2010,2,26
2681,M6,P21,2010,3,27
2682,M6,P21,2010,4,28
