,module_category,component_category,year,month,number_repair,time
3971,M5,P21,2009,5,8,17
3972,M5,P21,2009,6,3,18
3973,M5,P21,2009,7,4,19
3974,M5,P21,2009,8,4,20
3975,M5,P21,2009,9,3,21
3976,M5,P21,2009,10,2,22
3977,M5,P21,2009,11,5,23
3978,M5,P21,2009,12,2,24
3979,M5,P22,2005,12,3,-24
3980,M5,P22,2006,1,7,-23
3981,M5,P22,2006,2,3,-22
3982,M5,P22,2006,3,3,-21
3983,M5,P22,2006,4,2,-20
3984,M5,P22,2006,5,6,-19
3985,M5,P22,2006,6,1,-18
3986,M5,P22,2006,7,3,-17
3987,M5,P22,2006,8,3,-16
3988,M5,P22,2006,9,3,-15
3989,M5,P22,2006,10,2,-14
3990,M5,P22,2006,11,3,-13
3991,M5,P22,2006,12,6,-12
3992,M5,P22,2007,1,3,-11
3993,M5,P22,2007,2,1,-10
3994,M5,P22,2007,3,3,-9
3995,M5,P22,2007,5,1,-7
3996,M5,P22,2007,6,2,-6
3997,M5,P22,2007,7,1,-5
3998,M5,P22,2007,8,1,-4
3999,M5,P22,2007,9,3,-3
4000,M5,P22,2007,11,1,-1
4001,M5,P22,2007,12,2,0
4002,M5,P22,2008,4,1,4
4003,M5,P22,2008,6,1,6
4004,M5,P22,2008,9,1,9
4005,M5,P22,2008,11,1,11
4006,M5,P22,2009,1,2,13
4007,M5,P24,2005,11,1,-25
4008,M5,P24,2005,12,13,-24
4009,M5,P24,2006,1,20,-23
4010,M5,P24,2006,2,21,-22
4011,M5,P24,2006,3,24,-21
4012,M5,P24,2006,4,28,-20
4013,M5,P24,2006,5,41,-19
4014,M5,P24,2006,6,46,-18
4015,M5,P24,2006,7,59,-17
4016,M5,P24,2006,8,64,-16
4017,M5,P24,2006,9,88,-15
4018,M5,P24,2006,10,74,-14
4019,M5,P24,2006,11,94,-13
4020,M5,P24,2006,12,100,-12
4021,M5,P24,2007,1,91,-11
4022,M5,P24,2007,2,104,-10
4023,M5,P24,2007,3,95,-9
4024,M5,P24,2007,4,85,-8
4025,M5,P24,2007,5,73,-7
4026,M5,P24,2007,6,80,-6
4027,M5,P24,2007,7,72,-5
4028,M5,P24,2007,8,66,-4
4029,M5,P24,2007,9,70,-3
4030,M5,P24,2007,10,68,-2
4031,M5,P24,2007,11,68,-1
4032,M5,P24,2007,12,76,0
4033,M5,P24,2008,1,60,1
4034,M5,P24,2008,2,50,2
4035,M5,P24,2008,3,56,3
4036,M5,P24,2008,4,50,4
4037,M5,P24,2008,5,29,5
4038,M5,P24,2008,6,21,6
4039,M5,P24,2008,7,10,7
4040,M5,P24,2008,8,10,8
4041,M5,P24,2008,9,15,9
4042,M5,P24,2008,10,4,10
4043,M5,P24,2008,11,3,11
4044,M5,P24,2008,12,3,12
4045,M5,P24,2009,1,4,13
4046,M5,P24,2009,2,1,14
4047,M5,P24,2009,3,4,15
4048,M5,P24,2009,5,2,17
4049,M5,P24,2009,10,1,22
4050,M5,P26,2005,12,4,-24
4051,M5,P26,2006,1,9,-23
4052,M5,P26,2006,2,22,-22
4053,M5,P26,2006,3,15,-21
4054,M5,P26,2006,4,30,-20
4055,M5,P26,2006,5,36,-19
4056,M5,P26,2006,6,17,-18
4057,M5,P26,2006,7,14,-17
4058,M5,P26,2006,8,11,-16
4059,M5,P26,2006,9,17,-15
4060,M5,P26,2006,10,14,-14
4061,M5,P26,2006,11,15,-13
4062,M5,P26,2006,12,14,-12
4063,M5,P26,2007,1,8,-11
4064,M5,P26,2007,2,10,-10
4065,M5,P26,2007,3,7,-9
4066,M5,P26,2007,4,5,-8
4067,M5,P26,2007,5,7,-7
4068,M5,P26,2007,6,6,-6
4069,M5,P26,2007,7,10,-5
4070,M5,P26,2007,8,4,-4
4071,M5,P26,2007,9,2,-3
4072,M5,P26,2007,10,5,-2
4073,M5,P26,2007,11,8,-1
4074,M5,P26,2007,12,2,0
4075,M5,P26,2008,1,1,1
4076,M5,P26,2008,2,2,2
4077,M5,P26,2008,3,1,3
4078,M5,P26,2008,4,3,4
4079,M5,P26,2008,5,2,5
4080,M5,P26,2008,6,2,6
4081,M5,P26,2008,7,1,7
4082,M5,P26,2008,9,2,9
4083,M5,P26,2008,12,2,12
4084,M5,P26,2009,1,1,13
4085,M5,P26,2009,2,1,14
4086,M5,P26,2009,6,1,18
4087,M5,P26,2009,9,1,21
4088,M5,P26,2009,10,1,22
4089,M5,P27,2007,9,2,-3
4090,M5,P27,2007,10,1,-2
4091,M5,P28,2005,11,2,-25
4092,M5,P28,2005,12,9,-24
4093,M5,P28,2006,1,18,-23
4094,M5,P28,2006,2,12,-22
4095,M5,P28,2006,3,22,-21
4096,M5,P28,2006,4,27,-20
4097,M5,P28,2006,5,57,-19
4098,M5,P28,2006,6,46,-18
4099,M5,P28,2006,7,50,-17
4100,M5,P28,2006,8,55,-16
4101,M5,P28,2006,9,43,-15
4102,M5,P28,2006,10,62,-14
4103,M5,P28,2006,11,71,-13
4104,M5,P28,2006,12,55,-12
4105,M5,P28,2007,1,39,-11
4106,M5,P28,2007,2,41,-10
4107,M5,P28,2007,3,43,-9
4108,M5,P28,2007,4,44,-8
4109,M5,P28,2007,5,24,-7
4110,M5,P28,2007,6,51,-6
4111,M5,P28,2007,7,52,-5
4112,M5,P28,2007,8,51,-4
4113,M5,P28,2007,9,55,-3
4114,M5,P28,2007,10,46,-2
4115,M5,P28,2007,11,47,-1
4116,M5,P28,2007,12,35,0
4117,M5,P28,2008,1,27,1
4118,M5,P28,2008,2,20,2
4119,M5,P28,2008,3,16,3
4120,M5,P28,2008,4,20,4
4121,M5,P28,2008,5,15,5
4122,M5,P28,2008,6,8,6
4123,M5,P28,2008,7,8,7
4124,M5,P28,2008,8,10,8
4125,M5,P28,2008,9,7,9
4126,M5,P28,2008,10,11,10
4127,M5,P28,2008,11,2,11
4128,M5,P28,2008,12,3,12
4129,M5,P28,2009,1,1,13
4130,M5,P28,2009,2,1,14
4131,M5,P28,2009,3,1,15
4132,M5,P28,2009,8,2,20
4133,M5,P30,2005,11,1,-25
4134,M5,P30,2005,12,5,-24
4135,M5,P30,2006,1,7,-23
4136,M5,P30,2006,2,13,-22
4137,M5,P30,2006,3,21,-21
4138,M5,P30,2006,4,27,-20
4139,M5,P30,2006,5,33,-19
4140,M5,P30,2006,6,42,-18
4141,M5,P30,2006,7,54,-17
4142,M5,P30,2006,8,49,-16
4143,M5,P30,2006,9,60,-15
4144,M5,P30,2006,10,64,-14
4145,M5,P30,2006,11,66,-13
4146,M5,P30,2006,12,57,-12
4147,M5,P30,2007,1,31,-11
4148,M5,P30,2007,2,43,-10
4149,M5,P30,2007,3,34,-9
4150,M5,P30,2007,4,40,-8
4151,M5,P30,2007,5,19,-7
4152,M5,P30,2007,6,22,-6
4153,M5,P30,2007,7,25,-5
4154,M5,P30,2007,8,18,-4
4155,M5,P30,2007,9,27,-3
4156,M5,P30,2007,10,18,-2
4157,M5,P30,2007,11,33,-1
4158,M5,P30,2007,12,18,0
4159,M5,P30,2008,1,20,1
4160,M5,P30,2008,2,19,2
4161,M5,P30,2008,3,12,3
4162,M5,P30,2008,4,6,4
4163,M5,P30,2008,5,2,5
4164,M5,P30,2008,6,7,6
4165,M5,P30,2008,7,1,7
4166,M5,P30,2008,8,6,8
4167,M5,P30,2008,9,5,9
4168,M5,P30,2008,10,5,10
4169,M5,P30,2008,11,4,11
4170,M5,P30,2008,12,1,12
4171,M5,P30,2009,1,1,13
4172,M5,P30,2009,2,2,14
4173,M5,P30,2009,5,1,17
4174,M5,P30,2009,12,1,24
4175,M5,P31,2005,12,2,-24
4176,M5,P31,2006,1,5,-23
4177,M5,P31,2006,2,5,-22
4178,M5,P31,2006,3,5,-21
4179,M5,P31,2006,4,8,-20
4180,M5,P31,2006,5,11,-19
4181,M5,P31,2006,6,12,-18
4182,M5,P31,2006,7,11,-17
4183,M5,P31,2006,8,9,-16
4184,M5,P31,2006,9,13,-15
4185,M5,P31,2006,10,8,-14
4186,M5,P31,2006,11,19,-13
4187,M5,P31,2006,12,7,-12
4188,M5,P31,2007,1,9,-11
4189,M5,P31,2007,2,6,-10
4190,M5,P31,2007,3,6,-9
4191,M5,P31,2007,4,7,-8
4192,M5,P31,2007,5,5,-7
4193,M5,P31,2007,6,10,-6
4194,M5,P31,2007,7,7,-5
4195,M5,P31,2007,8,2,-4
4196,M5,P31,2007,9,5,-3
4197,M5,P31,2007,10,10,-2
4198,M5,P31,2007,11,14,-1
4199,M5,P31,2007,12,6,0
4200,M5,P31,2008,1,9,1
4201,M5,P31,2008,2,3,2
4202,M5,P31,2008,3,7,3
4203,M5,P31,2008,4,4,4
4204,M5,P31,2008,5,3,5
4205,M5,P31,2008,6,7,6
4206,M5,P31,2008,7,3,7
4207,M5,P31,2008,8,4,8
4208,M5,P31,2008,9,3,9
4209,M5,P31,2008,10,1,10
4210,M5,P31,2008,12,1,12
4211,M5,P31,2009,5,1,17
4212,M5,P31,2009,9,1,21
4213,M6,P01,2008,11,1,11
4214,M6,P01,2009,8,1,20
4215,M6,P01,2009,10,1,22
4216,M6,P02,2007,8,1,-4
4217,M6,P02,2007,9,1,-3
4218,M6,P02,2007,10,1,-2
4219,M6,P02,2007,11,6,-1
4220,M6,P02,2007,12,11,0
4221,M6,P02,2008,1,17,1
4222,M6,P02,2008,2,14,2
4223,M6,P02,2008,3,8,3
4224,M6,P02,2008,4,2,4
4225,M6,P02,2008,5,5,5
4226,M6,P02,2008,6,7,6
4227,M6,P02,2008,7,6,7
4228,M6,P02,2008,8,11,8
4229,M6,P02,2008,9,7,9
4230,M6,P02,2008,10,9,10
4231,M6,P02,2008,11,8,11
4232,M6,P02,2008,12,2,12
4233,M6,P02,2009,1,7,13
4234,M6,P02,2009,2,7,14
4235,M6,P02,2009,3,4,15
4236,M6,P02,2009,4,7,16
4237,M6,P02,2009,5,5,17
4238,M6,P02,2009,6,5,18
4239,M6,P02,2009,7,4,19
4240,M6,P02,2009,8,3,20
4241,M6,P02,2009,9,3,21
4242,M6,P02,2009,10,2,22
4243,M6,P02,2009,12,2,24
4244,M6,P03,2008,8,1,8
4245,M6,P03,2009,1,1,13
4246,M6,P03,2009,4,1,16
4247,M6,P04,2007,10,2,-2
4248,M6,P04,2007,11,10,-1
4249,M6,P04,2007,12,7,0
4250,M6,P04,2008,1,4,1
4251,M6,P04,2008,2,4,2
4252,M6,P04,2008,3,7,3
4253,M6,P04,2008,4,3,4
4254,M6,P04,2008,5,6,5
4255,M6,P04,2008,6,4,6
4256,M6,P04,2008,7,5,7
4257,M6,P04,2008,8,5,8
4258,M6,P04,2008,9,5,9
4259,M6,P04,2008,10,7,10
4260,M6,P04,2008,11,7,11
4261,M6,P04,2008,12,3,12
4262,M6,P04,2009,1,4,13
4263,M6,P04,2009,2,1,14
4264,M6,P04,2009,3,1,15
4265,M6,P04,2009,4,5,16
4266,M6,P04,2009,5,2,17
4267,M6,P04,2009,6,1,18
4268,M6,P04,2009,7,3,19
4269,M6,P04,2009,8,4,20
4270,M6,P04,2009,9,1,21
4271,M6,P04,2009,10,3,22
4272,M6,P04,2009,11,1,23
4273,M6,P04,2009,12,1,24
4274,M6,P05,2007,9,3,-3
4275,M6,P05,2007,10,7,-2
4276,M6,P05,2007,12,12,0
4277,M6,P05,2008,1,10,1
4278,M6,P05,2008,2,4,2
4279,M6,P05,2008,3,3,3
4280,M6,P05,2008,4,6,4
4281,M6,P05,2008,5,5,5
4282,M6,P05,2008,6,6,6
4283,M6,P05,2008,7,8,7
4284,M6,P05,2008,8,5,8
4285,M6,P05,2008,9,6,9
4286,M6,P05,2008,10,18,10
4287,M6,P05,2008,11,11,11
4288,M6,P05,2008,12,16,12
4289,M6,P05,2009,1,4,13
4290,M6,P05,2009,2,4,14
4291,M6,P05,2009,3,13,15
4292,M6,P05,2009,4,17,16
4293,M6,P05,2009,5,17,17
4294,M6,P05,2009,6,8,18
4295,M6,P05,2009,7,16,19
4296,M6,P05,2009,8,10,20
4297,M6,P05,2009,9,14,21
4298,M6,P05,2009,10,6,22
4299,M6,P05,2009,11,7,23
4300,M6,P05,2009,12,6,24
4301,M6,P06,2007,8,38,-4
4302,M6,P06,2007,9,63,-3
4303,M6,P06,2007,10,185,-2
4304,M6,P06,2007,11,256,-1
4305,M6,P06,2007,12,244,0
4306,M6,P06,2008,1,295,1
4307,M6,P06,2008,2,180,2
4308,M6,P06,2008,3,352,3
4309,M6,P06,2008,4,324,4
4310,M6,P06,2008,5,413,5
4311,M6,P06,2008,6,457,6
4312,M6,P06,2008,7,614,7
4313,M6,P06,2008,8,767,8
4314,M6,P06,2008,9,798,9
4315,M6,P06,2008,10,550,10
4316,M6,P06,2008,11,479,11
4317,M6,P06,2008,12,505,12
4318,M6,P06,2009,1,460,13
4319,M6,P06,2009,2,414,14
4320,M6,P06,2009,3,700,15
4321,M6,P06,2009,4,619,16
4322,M6,P06,2009,5,537,17
4323,M6,P06,2009,6,459,18
4324,M6,P06,2009,7,489,19
4325,M6,P06,2009,8,387,20
4326,M6,P06,2009,9,338,21
4327,M6,P06,2009,10,377,22
4328,M6,P06,2009,11,314,23
4329,M6,P06,2009,12,219,24
4330,M6,P09,2007,8,4,-4
4331,M6,P09,2007,9,1,-3
4332,M6,P09,2007,10,5,-2
4333,M6,P09,2007,11,5,-1
4334,M6,P09,2007,12,4,0
4335,M6,P09,2008,1,6,1
4336,M6,P09,2008,2,3,2
4337,M6,P09,2008,3,24,3
4338,M6,P09,2008,4,14,4
4339,M6,P09,2008,5,35,5
4340,M6,P09,2008,6,57,6
4341,M6,P09,2008,7,56,7
4342,M6,P09,2008,8,67,8
4343,M6,P09,2008,9,86,9
4344,M6,P09,2008,10,46,10
4345,M6,P09,2008,11,67,11
4346,M6,P09,2008,12,84,12
4347,M6,P09,2009,1,61,13
4348,M6,P09,2009,2,48,14
4349,M6,P09,2009,3,110,15
4350,M6,P09,2009,4,111,16
4351,M6,P09,2009,5,140,17
4352,M6,P09,2009,6,163,18
4353,M6,P09,2009,7,195,19
4354,M6,P09,2009,8,124,20
4355,M6,P09,2009,9,118,21
4356,M6,P09,2009,10,68,22
4357,M6,P09,2009,11,46,23
4358,M6,P09,2009,12,31,24
4359,M6,P10,2007,10,2,-2
4360,M6,P10,2008,4,1,4
4361,M6,P10,2008,6,1,6
4362,M6,P10,2008,8,1,8
4363,M6,P11,2008,8,1,8
4364,M6,P12,2007,7,1,-5
4365,M6,P12,2007,8,17,-4
4366,M6,P12,2007,9,53,-3
4367,M6,P12,2007,10,82,-2
4368,M6,P12,2007,11,67,-1
4369,M6,P12,2007,12,82,0
4370,M6,P12,2008,1,104,1
4371,M6,P12,2008,2,60,2
4372,M6,P12,2008,3,90,3
4373,M6,P12,2008,4,63,4
4374,M6,P12,2008,5,66,5
4375,M6,P12,2008,6,76,6
4376,M6,P12,2008,7,106,7
4377,M6,P12,2008,8,135,8
4378,M6,P12,2008,9,119,9
4379,M6,P12,2008,10,108,10
4380,M6,P12,2008,11,114,11
4381,M6,P12,2008,12,150,12
4382,M6,P12,2009,1,112,13
4383,M6,P12,2009,2,91,14
4384,M6,P12,2009,3,40,15
4385,M6,P12,2009,4,34,16
4386,M6,P12,2009,5,26,17
4387,M6,P12,2009,6,21,18
4388,M6,P12,2009,7,21,19
4389,M6,P12,2009,8,20,20
4390,M6,P12,2009,9,9,21
4391,M6,P12,2009,10,41,22
4392,M6,P12,2009,11,14,23
4393,M6,P12,2009,12,4,24
4394,M6,P13,2007,9,1,-3
4395,M6,P13,2007,10,7,-2
4396,M6,P13,2007,11,11,-1
4397,M6,P13,2007,12,22,0
4398,M6,P13,2008,1,18,1
4399,M6,P13,2008,2,18,2
4400,M6,P13,2008,3,15,3
4401,M6,P13,2008,4,15,4
4402,M6,P13,2008,5,10,5
4403,M6,P13,2008,6,10,6
4404,M6,P13,2008,7,11,7
4405,M6,P13,2008,8,17,8
4406,M6,P13,2008,9,15,9
4407,M6,P13,2008,10,17,10
4408,M6,P13,2008,11,11,11
4409,M6,P13,2008,12,11,12
4410,M6,P13,2009,1,12,13
4411,M6,P13,2009,2,9,14
4412,M6,P13,2009,3,8,15
4413,M6,P13,2009,4,9,16
4414,M6,P13,2009,5,14,17
4415,M6,P13,2009,6,15,18
4416,M6,P13,2009,7,10,19
4417,M6,P13,2009,8,16,20
4418,M6,P13,2009,9,9,21
4419,M6,P13,2009,10,10,22
4420,M6,P13,2009,11,4,23
4421,M6,P13,2009,12,5,24
4422,M6,P15,2007,8,20,-4
4423,M6,P15,2007,9,26,-3
4424,M6,P15,2007,10,45,-2
4425,M6,P15,2007,11,46,-1
4426,M6,P15,2007,12,57,0
4427,M6,P15,2008,1,58,1
4428,M6,P15,2008,2,56,2
4429,M6,P15,2008,3,84,3
4430,M6,P15,2008,4,79,4
4431,M6,P15,2008,5,91,5
4432,M6,P15,2008,6,70,6
4433,M6,P15,2008,7,87,7
4434,M6,P15,2008,8,105,8
4435,M6,P15,2008,9,83,9
4436,M6,P15,2008,10,64,10
4437,M6,P15,2008,11,53,11
4438,M6,P15,2008,12,45,12
4439,M6,P15,2009,1,41,13
4440,M6,P15,2009,2,30,14
4441,M6,P15,2009,3,51,15
4442,M6,P15,2009,4,44,16
4443,M6,P15,2009,5,47,17
4444,M6,P15,2009,6,37,18
4445,M6,P15,2009,7,45,19
4446,M6,P15,2009,8,36,20
4447,M6,P15,2009,9,28,21
4448,M6,P15,2009,10,12,22
4449,M6,P15,2009,11,7,23
4450,M6,P15,2009,12,6,24
4451,M6,P16,2007,8,17,-4
4452,M6,P16,2007,9,37,-3
4453,M6,P16,2007,10,60,-2
4454,M6,P16,2007,11,77,-1
4455,M6,P16,2007,12,84,0
4456,M6,P16,2008,1,102,1
4457,M6,P16,2008,2,57,2
4458,M6,P16,2008,3,112,3
4459,M6,P16,2008,4,109,4
4460,M6,P16,2008,5,145,5
4461,M6,P16,2008,6,257,6
4462,M6,P16,2008,7,395,7
4463,M6,P16,2008,8,1015,8
4464,M6,P16,2008,9,1293,9
4465,M6,P16,2008,10,1325,10
4466,M6,P16,2008,11,977,11
4467,M6,P16,2008,12,689,12
4468,M6,P16,2009,1,599,13
4469,M6,P16,2009,2,397,14
4470,M6,P16,2009,3,655,15
4471,M6,P16,2009,4,530,16
4472,M6,P16,2009,5,892,17
4473,M6,P16,2009,6,1181,18
4474,M6,P16,2009,7,1790,19
4475,M6,P16,2009,8,1870,20
4476,M6,P16,2009,9,1454,21
4477,M6,P16,2009,10,686,22
4478,M6,P16,2009,11,382,23
4479,M6,P16,2009,12,216,24
4480,M6,P17,2007,7,1,-5
4481,M6,P17,2007,8,23,-4
4482,M6,P17,2007,9,32,-3
4483,M6,P17,2007,10,37,-2
4484,M6,P17,2007,11,42,-1
4485,M6,P17,2007,12,28,0
4486,M6,P17,2008,1,31,1
4487,M6,P17,2008,2,23,2
4488,M6,P17,2008,3,49,3
4489,M6,P17,2008,4,28,4
4490,M6,P17,2008,5,28,5
4491,M6,P17,2008,6,37,6
4492,M6,P17,2008,7,47,7
4493,M6,P17,2008,8,38,8
4494,M6,P17,2008,9,47,9
4495,M6,P17,2008,10,35,10
4496,M6,P17,2008,11,34,11
4497,M6,P17,2008,12,31,12
4498,M6,P17,2009,1,29,13
4499,M6,P17,2009,2,20,14
4500,M6,P17,2009,3,31,15
4501,M6,P17,2009,4,26,16
4502,M6,P17,2009,5,23,17
4503,M6,P17,2009,6,36,18
4504,M6,P17,2009,7,45,19
4505,M6,P17,2009,8,28,20
4506,M6,P17,2009,9,35,21
4507,M6,P17,2009,10,14,22
4508,M6,P17,2009,11,14,23
4509,M6,P17,2009,12,8,24
4510,M6,P19,2007,8,1,-4
4511,M6,P19,2007,9,2,-3
4512,M6,P19,2007,10,7,-2
4513,M6,P19,2007,11,3,-1
4514,M6,P19,2007,12,4,0
4515,M6,P19,2008,1,3,1
4516,M6,P19,2008,3,3,3
4517,M6,P19,2008,4,4,4
4518,M6,P19,2008,5,8,5
4519,M6,P19,2008,6,4,6
4520,M6,P19,2008,7,7,7
4521,M6,P19,2008,8,7,8
4522,M6,P19,2008,9,11,9
4523,M6,P19,2008,10,5,10
4524,M6,P19,2008,11,12,11
4525,M6,P19,2008,12,7,12
4526,M6,P19,2009,1,1,13
4527,M6,P19,2009,2,2,14
4528,M6,P19,2009,3,9,15
4529,M6,P19,2009,4,7,16
4530,M6,P19,2009,5,13,17
4531,M6,P19,2009,6,17,18
4532,M6,P19,2009,7,10,19
4533,M6,P19,2009,8,13,20
4534,M6,P19,2009,9,7,21
4535,M6,P19,2009,10,5,22
4536,M6,P19,2009,11,5,23
4537,M6,P19,2009,12,1,24
4538,M6,P20,2007,7,5,-5
4539,M6,P20,2007,8,41,-4
4540,M6,P20,2007,9,207,-3
4541,M6,P20,2007,10,249,-2
4542,M6,P20,2007,11,332,-1
4543,M6,P20,2007,12,402,0
4544,M6,P20,2008,1,423,1
4545,M6,P20,2008,2,238,2
4546,M6,P20,2008,3,553,3
4547,M6,P20,2008,4,455,4
4548,M6,P20,2008,5,478,5
4549,M6,P20,2008,6,520,6
4550,M6,P20,2008,7,626,7
4551,M6,P20,2008,8,604,8
4552,M6,P20,2008,9,716,9
4553,M6,P20,2008,10,608,10
4554,M6,P20,2008,11,567,11
4555,M6,P20,2008,12,502,12
4556,M6,P20,2009,1,524,13
4557,M6,P20,2009,2,403,14
4558,M6,P20,2009,3,602,15
4559,M6,P20,2009,4,516,16
4560,M6,P20,2009,5,562,17
4561,M6,P20,2009,6,635,18
4562,M6,P20,2009,7,657,19
4563,M6,P20,2009,8,574,20
4564,M6,P20,2009,9,448,21
4565,M6,P20,2009,10,224,22
4566,M6,P20,2009,11,171,23
4567,M6,P20,2009,12,109,24
4568,M6,P21,2007,8,4,-4
4569,M6,P21,2007,9,12,-3
4570,M6,P21,2007,10,30,-2
4571,M6,P21,2007,11,26,-1
4572,M6,P21,2007,12,39,0
4573,M6,P21,2008,1,51,1
4574,M6,P21,2008,2,39,2
4575,M6,P21,2008,3,86,3
4576,M6,P21,2008,4,57,4
4577,M6,P21,2008,5,52,5
4578,M6,P21,2008,6,82,6
4579,M6,P21,2008,7,96,7
4580,M6,P21,2008,8,96,8
4581,M6,P21,2008,9,131,9
4582,M6,P21,2008,10,112,10
4583,M6,P21,2008,11,102,11
4584,M6,P21,2008,12,101,12
4585,M6,P21,2009,1,70,13
4586,M6,P21,2009,2,34,14
4587,M6,P21,2009,3,34,15
4588,M6,P21,2009,4,21,16
4589,M6,P21,2009,5,16,17
4590,M6,P21,2009,6,12,18
4591,M6,P21,2009,7,13,19
4592,M6,P21,2009,8,10,20
4593,M6,P21,2009,9,15,21
4594,M6,P21,2009,10,10,22
4595,M6,P21,2009,11,8,23
4596,M6,P21,2009,12,4,24
4597,M6,P22,2007,8,6,-4
4598,M6,P22,2007,9,13,-3
4599,M6,P22,2007,10,26,-2
4600,M6,P22,2007,11,22,-1
4601,M6,P22,2007,12,31,0
4602,M6,P22,2008,1,17,1
4603,M6,P22,2008,2,9,2
4604,M6,P22,2008,3,50,3
4605,M6,P22,2008,4,27,4
4606,M6,P22,2008,5,25,5
4607,M6,P22,2008,6,34,6
4608,M6,P22,2008,7,39,7
4609,M6,P22,2008,8,43,8
4610,M6,P22,2008,9,49,9
4611,M6,P22,2008,10,31,10
4612,M6,P22,2008,11,38,11
4613,M6,P22,2008,12,32,12
4614,M6,P22,2009,1,26,13
4615,M6,P22,2009,2,20,14
4616,M6,P22,2009,3,37,15
4617,M6,P22,2009,4,31,16
4618,M6,P22,2009,5,26,17
4619,M6,P22,2009,6,32,18
4620,M6,P22,2009,7,29,19
4621,M6,P22,2009,8,33,20
4622,M6,P22,2009,9,33,21
4623,M6,P22,2009,10,16,22
4624,M6,P22,2009,11,10,23
4625,M6,P22,2009,12,6,24
4626,M6,P24,2007,8,8,-4
4627,M6,P24,2007,9,23,-3
4628,M6,P24,2007,10,66,-2
4629,M6,P24,2007,11,103,-1
4630,M6,P24,2007,12,238,0
4631,M6,P24,2008,1,418,1
4632,M6,P24,2008,2,291,2
4633,M6,P24,2008,3,774,3
4634,M6,P24,2008,4,671,4
4635,M6,P24,2008,5,820,5
4636,M6,P24,2008,6,869,6
4637,M6,P24,2008,7,1059,7
4638,M6,P24,2008,8,1087,8
4639,M6,P24,2008,9,1267,9
4640,M6,P24,2008,10,1059,10
4641,M6,P24,2008,11,1129,11
4642,M6,P24,2008,12,991,12
4643,M6,P24,2009,1,925,13
4644,M6,P24,2009,2,738,14
4645,M6,P24,2009,3,1232,15
4646,M6,P24,2009,4,1038,16
4647,M6,P24,2009,5,1013,17
4648,M6,P24,2009,6,1116,18
4649,M6,P24,2009,7,1231,19
4650,M6,P24,2009,8,1127,20
4651,M6,P24,2009,9,879,21
4652,M6,P24,2009,10,433,22
4653,M6,P24,2009,11,286,23
4654,M6,P24,2009,12,154,24
4655,M6,P25,2007,8,3,-4
4656,M6,P25,2007,9,22,-3
4657,M6,P25,2007,10,36,-2
4658,M6,P25,2007,11,32,-1
4659,M6,P25,2007,12,38,0
4660,M6,P25,2008,1,29,1
4661,M6,P25,2008,2,17,2
4662,M6,P25,2008,3,20,3
4663,M6,P25,2008,4,20,4
4664,M6,P25,2008,5,29,5
4665,M6,P25,2008,6,16,6
4666,M6,P25,2008,7,45,7
4667,M6,P25,2008,8,44,8
4668,M6,P25,2008,9,51,9
4669,M6,P25,2008,10,33,10
4670,M6,P25,2008,11,38,11
4671,M6,P25,2008,12,26,12
4672,M6,P25,2009,1,26,13
4673,M6,P25,2009,2,15,14
4674,M6,P25,2009,3,28,15
4675,M6,P25,2009,4,23,16
4676,M6,P25,2009,5,24,17
4677,M6,P25,2009,6,28,18
4678,M6,P25,2009,7,20,19
4679,M6,P25,2009,8,20,20
4680,M6,P25,2009,9,11,21
4681,M6,P25,2009,10,6,22
4682,M6,P25,2009,11,5,23
4683,M6,P25,2009,12,3,24
4684,M6,P26,2007,9,12,-3
4685,M6,P26,2007,10,7,-2
4686,M6,P26,2007,11,34,-1
4687,M6,P26,2007,12,16,0
4688,M6,P26,2008,1,20,1
4689,M6,P26,2008,2,17,2
4690,M6,P26,2008,3,26,3
4691,M6,P26,2008,4,39,4
4692,M6,P26,2008,5,21,5
4693,M6,P26,2008,6,30,6
4694,M6,P26,2008,7,32,7
4695,M6,P26,2008,8,36,8
4696,M6,P26,2008,9,28,9
4697,M6,P26,2008,10,14,10
4698,M6,P26,2008,11,12,11
4699,M6,P26,2008,12,12,12
4700,M6,P26,2009,1,8,13
4701,M6,P26,2009,2,2,14
4702,M6,P26,2009,3,3,15
4703,M6,P26,2009,4,3,16
4704,M6,P26,2009,5,5,17
4705,M6,P26,2009,6,6,18
4706,M6,P26,2009,7,6,19
4707,M6,P26,2009,8,7,20
4708,M6,P26,2009,10,1,22
4709,M6,P26,2009,11,2,23
4710,M6,P27,2008,4,1,4
4711,M6,P27,2009,9,1,21
4712,M6,P28,2007,7,6,-5
4713,M6,P28,2007,8,48,-4
4714,M6,P28,2007,9,84,-3
4715,M6,P28,2007,10,106,-2
4716,M6,P28,2007,11,127,-1
4717,M6,P28,2007,12,89,0
4718,M6,P28,2008,1,110,1
4719,M6,P28,2008,2,70,2
4720,M6,P28,2008,3,141,3
4721,M6,P28,2008,4,98,4
4722,M6,P28,2008,5,90,5
4723,M6,P28,2008,6,96,6
4724,M6,P28,2008,7,143,7
4725,M6,P28,2008,8,141,8
4726,M6,P28,2008,9,146,9
4727,M6,P28,2008,10,129,10
4728,M6,P28,2008,11,95,11
4729,M6,P28,2008,12,92,12
4730,M6,P28,2009,1,56,13
4731,M6,P28,2009,2,63,14
4732,M6,P28,2009,3,93,15
4733,M6,P28,2009,4,73,16
